un,uid,iu,mid,mc,srn,run,ruid,rmc,pu,rrc,rcc,rpage,rpt,rc,cc,page,pt
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,站在外面等的感覺怎麼比我自己生還緊張！,Android客户端,NULL,NULL,生了〜小女孩很平安，無限感恩！,NULL,0,0,http://www.weibo.com/1730336902/B1e6g44OB,2014-04-24 16:54,0,0,http://www.weibo.com/1704116960/B1elocNXB?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 17:31
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,好感動喔！姐姐辛苦你了~//@范范范瑋琪:恭喜賀喜！母女平安️️️～,Android客户端,NULL,NULL,生了〜小女孩很平安，無限感恩！,NULL,0,0,http://www.weibo.com/1730336902/B1e6g44OB,2014-04-24 16:54,0,0,http://www.weibo.com/1704116960/B1ej0u6Qk?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 17:25
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,這件剛好配我的頭髮  @黑人建州 @小S #lovelife##allday##everyday#,NULL,0,0,http://www.weibo.com/3098384777/B1dyV5ewG,2014-04-24 15:32,0,0,http://www.weibo.com/1704116960/B1dG2yzMA?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 15:49
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,聯名義賣t-shirt在4/23-4/26期間，於南京金鷹全生活中心２樓iROO門市愛心販售。義賣所得全數將捐贈給南京明心兒童益智教育培訓中心一同為自閉症兒童打氣 @小S,NULL,0,0,http://www.weibo.com/1711918131/B15UT9OQK,2014-04-23 20:04,0,0,http://www.weibo.com/1704116960/B1dDthD0x?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 15:43
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,@小S 姐姐妹妹挺一下!,NULL,0,0,http://www.weibo.com/1743938470/B1dqckF7w,2014-04-24 15:10,0,0,http://www.weibo.com/1704116960/B1dDbxvrC?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 15:42
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我4/26晚上七點會在南京金鷹全生活中心，地址：南京市白下區漢中路89號，希望南京的朋友可以來現場看一下,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/B1bWY3CPy?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-24 11:25
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,//@阿雅:我也要和小S與妳一起支持自閉兒童，為他們打氣加油！！,三星GALAXY S4,NULL,NULL,一同為自閉症兒童打氣 ，聯名義賣t-shirt在4/23-4/26，義賣所得全數將捐贈給南京明心兒童益智教育培訓中心 ，支持公益，支持 @小S,NULL,0,0,http://www.weibo.com/1192329374/B0MB37leX,2014-04-21 18:53,0,0,http://www.weibo.com/1704116960/B13zE2EBU?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-23 14:06
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,lovelife x IROO T-shirt 將在4/23-4/26在南京販售⋯所得全數將捐贈給南京明心兒童益智教育培訓中心 ，感謝大家支持lovelife 計畫！一起為自閉症兒童加油打氣！ #lovelife #,NULL,0,0,http://www.weibo.com/1692544657/B12WGoN3C,2014-04-23 12:30,0,0,http://www.weibo.com/1704116960/B130NllJR?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-23 12:40
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,謝謝小邵的拍攝!//@小s百度贴吧:[花心]水喔！女神性感来袭！！,三星GALAXY S4,NULL,NULL,#伊周大牌#@小S 放过很多话，比如她要争做全民女神，比如“不小心”就能走在时尚的最前端。有的话狠，有的话怪，更多带着小智慧。出道 20 年，事业、人生的风浪都经历，她从不羁抵抗到学会柔软对待，用智慧不断给自己的人生加戏！4/22 最新伊周Color Issue已经上市啦！快去支持吧！,NULL,0,0,http://www.weibo.com/1684446114/B0W5OoMeH,2014-04-22 19:03,0,0,http://www.weibo.com/1704116960/B0Xi7buyI?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 22:06
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,Lovelife 6 週年！希望可以幫助更多孩子和家庭！ #lovelife #,NULL,0,0,http://www.weibo.com/1692544657/B09J7iU9o,2014-04-17 15:55,0,0,http://www.weibo.com/1704116960/B0WG1isMg?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 20:32
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,我們是JBM~哈哈。#lovelife #,NULL,0,0,http://www.weibo.com/1692544657/B0Jofz2DG,2014-04-21 10:43,0,0,http://www.weibo.com/1704116960/B0WFg2gDv?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 20:31
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,能跟阿妹同台合唱，我真的死而無憾~好像太誇張了，反正很爽就對了！,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/B0V7xEfSY?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 16:35
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,我們一起為自閉症兒童加油打氣 ， lovelife x IROO T-shirt 將在4/23-4/26販售⋯所得全數將捐贈給南京明心兒童益智教育培訓中心 ，感謝大家支持lovelife 計畫！ @小S   #lovelife #,NULL,0,0,http://www.weibo.com/1692544657/B0O5KbsIN,2014-04-21 22:41,0,0,http://www.weibo.com/1704116960/B0SsY1Gxq?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 09:49
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,謝謝iROO的愛心 聯名義賣t-shirt在4/23-4/26期間，於南京金鷹全生活中心２樓iROO門市愛心販售。義賣所得全數將捐贈給南京明心兒童益智教育培訓中心 @小S,NULL,0,0,http://www.weibo.com/1716658720/B0LHu134F,2014-04-21 16:36,0,0,http://www.weibo.com/1704116960/B0Sfkl36L?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 09:16
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,轉發微博,三星GALAXY S4,NULL,NULL,一同為自閉症兒童打氣 ，聯名義賣t-shirt在4/23-4/26，義賣所得全數將捐贈給南京明心兒童益智教育培訓中心 ，支持公益，支持 @小S,NULL,0,0,http://www.weibo.com/1192329374/B0MB37leX,2014-04-21 18:53,0,0,http://www.weibo.com/1704116960/B0Sf45iEP?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-22 09:15
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,謝謝makiyo!,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/B0u8Xm09g?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-19 19:54
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,史上最好用的梳子，徹底的梳進你的頭皮，爽!最近我的最愛~,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AF1YWiGBP?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-10 12:51
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,好巧~,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AEDELzO6q?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-07 22:55
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我的寶貝兩歲了，現在最會說的話是:媽媽我要吃八仙果!,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AE96zubCk?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-04-04 17:08
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,期待~,三星GALAXY S4,NULL,NULL,哦吔！我終於把家裡和工作室重新整理完畢了！接下來就請大家期待ENZO LIN next new COLLECTION 了！Yeah,NULL,0,0,http://www.weibo.com/1805345031/AD5oiCj7r,2014-03-28 17:51,0,0,http://www.weibo.com/1704116960/AD5XD6Zf0?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-03-28 19:18
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天是「6分鐘護一生」婦癌防治日，快上 <O网页链接> ，只要按下「參加」，你的「參加」就會變成婦癌防治基金，用於婦癌篩檢與教育推廣喔！我自己剛剛也去按了「我會參加」。別忘了帶身邊女性朋友和家人定期做篩檢喔 #6分鐘護一生 #保護媽媽保護妳 我在:2忠孝東路五段372巷,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AzI77beun?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-03-06 13:04
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"生日快樂,我最愛的姐妹!//@范晓萱吃草的鱼后援会:",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AyHvSyocs?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-27 21:42
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"她2歲,最愛吃的東西是八仙果!八仙果!?!?",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AyoEOq13o?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-25 21:42
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"不能說是寫了7年的歌,應該說是7年前寫的~",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AxbukfBFS?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-17 22:20
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"感謝小萱,把我寫了7年的歌編出來,終於,而且完全超乎我的想像,萱~i love u ,you are the best!另外還要感謝小楨老師的mix down功力!這首歌即將在一個神秘的管道出現,盡情期待!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Axax00rqi?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-17 19:54
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"跟好姐妹工作,開心~",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Awhv6cPaD?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-11 23:48
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,打呼那麼大聲是要我怎麼睡啦！一直踢也沒用,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Aw9qieUTO?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-11 03:15
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,大s教我和孩子們烤餅乾~,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AvMvW02mt?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-08 16:55
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"請問如何切洋蔥不哭,上次哭好慘!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AvMvryqzs?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-08 16:54
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"結果因為太好吃,我女兒晚餐又叫我做烤焗飯!以後有關焗飯的事,大家可以請教我",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AvtWM3OEW?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-06 17:39
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"第一次做焗飯,女兒吃得好開心!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AvssTwv4b?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-02-06 13:53
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,疊疊樂~,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Atv8Aa5Sz?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-24 17:00
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"我們總是在說:我需要什麼?卻很少去聽別人需要什麼?如果願意傾聽,把自己放後面,人生應該會有不同的風景!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AsBQQv3Ln?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-18 20:16
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"知道你那麼感動,飯店一定很開心!",三星GALAXY S4,NULL,NULL,能夠住一家飯店住到有自己名字的毛巾，實在是太窩心的一件事了，謝謝飯店的貼心安排!!!,NULL,0,0,http://www.weibo.com/1384952882/AsBcQrQaJ,2014-01-18 18:37,0,0,http://www.weibo.com/1704116960/AsBBtwN4e?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-18 19:38
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,你是有修圖嗎？我怎麼那麼漂亮?,三星GALAXY S4,NULL,NULL,有天，就算我們80歲了，我們還是要當小女孩，我們的身體會老，但小女孩的心永遠都在！,NULL,0,0,http://www.weibo.com/1315469422/Asqxq4WMV,2014-01-17 15:28,0,0,http://www.weibo.com/1704116960/AsrFP3KX0?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-17 18:21
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,聽你講話是一種享受~//@蔡康永:本週五、本週六，這兩晚 我都會到劇院，在開演前 和你聊一聊我對愛情的想法，也為參與本劇各位靈魂人物加油哈 @李晟Su @李佳航JEAN @利晴天 @小甜甜Riva  @田晓威 @朱珠MIMO,三星GALAXY S4,NULL,NULL,【号外！号外！】除原定18日的出场之外，@蔡康永 老师在明晚（1月17日）的上海首演中也会登台对话观众，幸运的小伙伴们，欢迎与我们一起，去一个距离心灵更近一点的地方，进行一次旅行～购票链接：O网页链接。,NULL,0,0,http://www.weibo.com/1033751363/Asivb2Pir,2014-01-16 19:00,0,0,http://www.weibo.com/1704116960/AsjBzCmXs?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-16 21:49
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,美,三星GALAXY S4,NULL,NULL,香奈兒 之夜,NULL,0,0,http://www.weibo.com/1722594714/AsiYd8IuN,2014-01-16 20:12,0,0,http://www.weibo.com/1704116960/AsjcWuS7n?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-16 20:48
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我女兒還真愛我!,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AsizVBwhS?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-16 19:12
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,老師早日康復啊!要小心~//@康熙來了:老師辛苦了！希望早日康復！,三星GALAXY S4,NULL,NULL,"上周三康熙十週年特別企劃播出後,有粉絲指責我因無酬沒出席,感到失望.在此必須說明,12/28發生一個意外,頭部嚴重撞擊,鼻子縫四針,製作單位知道病情嚴重,因此未告知關於1/3錄節目的事,我自己也是看播出才曉得,你們應瞭解我的個性,就算頂著腫脹淤血傷疤的臉,都會來現場祝賀(公開這些畫面,希望你們能諒解)",NULL,0,0,http://www.weibo.com/2646163860/AscsIbFP7,2014-01-16 03:38,0,0,http://www.weibo.com/1704116960/AsggBiBJd?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-16 13:19
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,Love life~,三星GALAXY S4,NULL,NULL,"這是我們lovelife演唱會的完整版...參加演唱的藝人朋友有林俊傑、 蕭煌奇、JPM、MISS KO、王宏恩、小S、范范...我們希望可以用音樂分享愛,同時希望讓更多的朋友,可以得到不一樣的正面能量！分享給大家《Lovelife演唱会（完整版）》#lovelive演唱會# O网页链接",NULL,0,0,http://www.weibo.com/1692544657/AsfXx2mH6,2014-01-16 12:32,0,0,http://www.weibo.com/1704116960/Asgcxf7aL?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-16 13:09
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,大聊特聊~//@阿雅:姐妹們的聚會好Happy~愈來愈多媽媽啦！,三星GALAXY S4,NULL,NULL,Happy hour with my dear sisters~,NULL,0,0,http://www.weibo.com/1752467960/As28qkMpV,2014-01-15 01:20,0,0,http://www.weibo.com/1704116960/As7Wbx2wg?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-15 16:06
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"我老公早上送小孩上學,現在送我去上課,雨中下車幫我買早餐,我好感謝他!如果人忘了感謝的美好,人生多無趣~",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/ArWqpbaFu?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-14 10:48
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,生日快樂!//@羅志祥:鍾妹妹：生日快樂喔！要開開心心的過每一天喔！健康平安！,三星GALAXY S4,NULL,NULL,钟帼小姐开心生日天！️️️️️O网页链接,NULL,0,0,http://www.weibo.com/1719628403/ArIVp9ifj,2014-01-13 00:26,0,0,http://www.weibo.com/1704116960/ArMMdEGvN?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-13 10:14
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,這面牆對我來說很重要!,三星GALAXY S4,NULL,NULL,北京IROO 针织上衣货号12GZ7236400 RMB 528元,NULL,0,0,http://www.weibo.com/2575906642/ArMBjwVlV,2014-01-13 09:47,0,0,http://www.weibo.com/1704116960/ArMKRah6P?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-13 10:11
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"我承認我是個老套的媽媽,又去華山藝文中心,但有各種狗狗可以摸,又可以跑步,實在是讓人無法抗拒!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/ArHJR9oWt?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-12 21:25
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"明天我要運動,還要帶小孩出去玩!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AryWq91mv?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-11 23:01
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"在上海街頭,完全沒人理我!我大姐說:你在這兒還蠻輕鬆的嘛！什麼意思?嫌我在這兒不夠紅嗎？我在台北更輕鬆!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Arpf9qvy1?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-10 22:20
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,能跟他搭檔真是我的福氣!,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Arn2PblUT?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-10 16:44
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,//@康熙來了:從容～,三星GALAXY S4,NULL,NULL,何謂從容？一名學子問@蔡康永 她自小看康熙來了，現在覺得沒梗重覆，節目是否考慮關了？康永從容回答：這表示妳長大了，也是妳該離開此節目的時候了。一個節目每天從別人生命中截取一小時，是很罪惡的事：如果它不再帶給妳快樂，表示妳長大：如果有一天我主持時不再快樂，那也是我離開的時候了。,NULL,0,0,http://www.weibo.com/2240194360/Ark9NjRYF,2014-01-10 09:23,0,0,http://www.weibo.com/1704116960/ArmRPcYdz?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-10 16:17
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,有殺氣的圓仔!,三星GALAXY S4,NULL,NULL,為了慶祝台灣圓仔寶寶開始出來動物園見客～我們康熙是也該讓我們的圓仔出來走跳了～@趙正平 @康熙來了,NULL,0,0,http://www.weibo.com/3505707324/Arc1uqFhm,2014-01-09 12:40,0,0,http://www.weibo.com/1704116960/ArdfOqos9?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-09 15:48
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"能工作好開心,但收工更爽!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AqLIO7weJ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-06 17:43
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"後面那位髮型師,一直試著垂直把髮夾插進我脖子裡,真調皮!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AqKaxtPiU?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-06 13:46
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,//@sydniQ:@ZOOMHAIRSTYLING,三星GALAXY S4,NULL,NULL,微電影 O网页链接,NULL,0,0,http://www.weibo.com/1751505334/AqcAnroD7,2014-01-03 00:16,0,0,http://www.weibo.com/1704116960/Aqh6liDrQ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2014-01-03 11:46
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我感恩我所擁有的一切…,三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/ApAyQiq08?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-29 23:28
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"帶小孩去台北的'靠 邊走藝術空間',裡面有很多很棒的藝術品！黑武士,說,我本人漂不漂亮?為何只有呼吸聲?是興奮嗎？",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/ApxGVhDqF?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-29 16:09
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"12月3日參加Lovelife為唐寶寶募款的演唱會，當天是我第一次自彈自唱寫給二女兒的歌「Beautiful World」,很緊張,有瑕疵,但為唐寶寶募到了六百多萬台幣,一切都值得了! LLoveLive演唱會特輯",新浪视频,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/ApgphydU0?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-27 20:09
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"就算穿睡衣,只要有燈光和表情,還怕不時尚?當然還是要有基本的嚴重自戀症狀~",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Ap8WXnDwD?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-27 01:10
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"前一陣子我二女兒迷上了有個妹妹的感覺,時不時的就會跟我說:媽媽,你再生一個弟弟給我,我說:要生你自己生!",三星GALAXY S4,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AoYBtBG8K?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-25 22:50
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,恭禧！會永遠幸福的~//@白鹿晨:恭喜,Android客户端,NULL,NULL,因為遇見了一個美好所以我放心的把自己交給他了，是的，我結婚了！並且在明年五月迎接新生命的到來！還要感謝這段時間給予我各種支持與體諒的朋友和工作伙伴們！謝謝你們！,NULL,0,0,http://www.weibo.com/1792501635/AoCQzpzsK,2013-12-23 15:26,0,0,http://www.weibo.com/1704116960/AoDqZwVrU?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-23 16:56
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,ZOOM HAIR 年度形象微電影 [色 . 情] 2013年12月24日中午12:00 聖誕鉅獻 全亞洲首播平臺： 土豆網.网易.搜狐.騰訊.新浪影音.音悅台影音專區.YAHOO名人專區⋯⋯ 「金鐘影后」@楊丞琳 x「廣告女王」@小S ⋯⋯ 導演:@余靜萍 音樂:@盧凱彤 文字:@魏如萱waa 敬請期待.......,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/AoCZO4mmP?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-23 15:49
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"明天可以看到,很時髦喔！//@sydniQ:就是明天",Android客户端,NULL,NULL,ZOOM HAIR 年度形象微電影 [色 . 情] 2013年12月24日中午12:00 聖誕鉅獻 全亞洲首播平臺： 土豆網.网易.搜狐.騰訊.新浪影音.音悅台影音專區.YAHOO名人專區⋯⋯ 「金鐘影后」@楊丞琳 x「廣告女王」@小S ⋯⋯ 導演:@余靜萍 音樂:@盧凱彤 文字:@魏如萱waa 敬請期待.......,NULL,0,0,http://www.weibo.com/2813793640/AoCVZCRwK,2013-12-23 15:40,0,0,http://www.weibo.com/1704116960/AoCXurLWx?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2013-12-23 15:44
